57,0.121056
111,0.121056
165,0.153125
219,0.076563
273,0.108276
327,0.157838
381,0.121056
435,0.153125
489,0.229688
543,0.076563
597,0.054138
651,0.157838
705,0.121056
759,0.191406
813,0.054138
867,0.121056
921,0.153125
975,0.054138
1029,0.138025
1083,0.153125
1137,0.085599
1191,0.121056
1245,0.108276
1299,0.157838
1353,0.138025
1407,0.153125
1461,0.054138
1515,0.114844
1569,0.085599
1623,0.157838
1677,0.121056
1731,0.076563
1785,0.121056
1839,0.121056
1893,0.121056
1947,0.153125
2001,0.114844
2055,0.121056
2109,0.138025
2163,0.138025
2217,0.085599
2271,0.195197
2325,0.223216
2379,0.157838
2433,0.085599
2487,0.138025
2541,0.153125
2595,0.085599
2649,0.153125
2703,0.157838
2757,0.114844
2811,0.191406
2865,0.114844
2919,0.191406
2973,0.121056
3027,0.121056
3081,0.171199
3135,0.153125
3189,0.114844
3243,0.195197
3297,0.085599
3351,0.206151
3405,0.153125
3459,0.232856
3513,0.195197
3567,0.085599
3621,0.114844
3675,0.085599
3729,0.085599
3783,0.085599
3837,0.195197
3891,0.232856
3945,0.153125
3999,0.138025
4053,0.191406
4107,0.121056
4161,0.121056
4215,0.195197
4269,0.157838
4323,0.114844
4377,0.085599
4431,0.138025
4485,0.191406
4539,0.157838
4593,0.085599
4647,0.138025
4701,0.153125
4755,0.114844
4809,0.206151
4863,0.121056
4917,0.216551
4971,0.121056
5025,0.153125
5079,0.076563
5133,0.191406
5187,0.138025
5241,0.162414
5295,0.121056
5349,0.076563
5403,0.171199
5457,0.157838
5511,0.206151
5565,0.121056
5619,0.121056
5673,0.206151
5727,0.153125
5781,0.114844
5835,0.153125
5889,0.114844
5943,0.308633
5997,0.191406
6051,0.256798
6105,0.157838
6159,0.121056
6213,0.191406
6267,0.085599
6321,0.157838
6375,0.232856
6429,0.121056
6483,0.114844
6537,0.171199
6591,0.121056
6645,0.191406
6699,0.171199
6753,0.157838
6807,0.085599
6861,0.085599
6915,0.121056
6969,0.108276
7023,0.038281
7077,0.162414
7131,0.076563
7185,0.153125
7239,0.114844
7293,0.138025
7347,0.085599
7401,0.171199
7455,0.191406
7509,0.157838
7563,0.171199
7617,0.121056
7671,0.085599
7725,0.223216
7779,0.085599
7833,0.191406
7887,0.223216
7941,0.138025
7995,0.076563
8049,0.085599
8103,0.232856
8157,0.162414
8211,0.229688
8265,0.121056
8319,0.191406
8373,0.138025
8427,0.138025
8481,0.232856
8535,0.171199
8589,0.153125
8643,0.138025
8697,0.121056
8751,0.195197
8805,0.171199
8859,0.195197
8913,0.157838
8967,0.171199
9021,0.157838
9075,0.108276
9129,0.27605
9183,0.138025
9237,0.157838
9291,0.191406
9345,0.121056
9399,0.153125
9453,0.038281
9507,0.270689
9561,0.038281
9615,0.30625
9669,0.171199
9723,0.157838
9777,0.121056
9831,0.157838
9885,0.232856
9939,0.085599
9993,0.157838
10047,0.121056
10102,0.171199
10157,0.153125
10212,0.157838
10267,0.114844
10322,0.121056
10377,0.157838
10432,0.157838
10487,0.138025
10542,0.038281
10597,0.076563
10652,0.054138
10707,0.054138
10762,0.157838
10817,0.121056
10872,0.054138
10927,0.076563
10982,0.114844
11037,0.121056
11092,0.114844
11147,0.191406
11202,0.191406
11257,0.229688
11312,0.121056
11367,0.138025
11422,0.153125
11477,0.085599
11532,0.153125
11587,0.121056
11642,0.195197
11697,0.162414
11752,0.157838
11807,0.153125
11862,0.114844
11917,0.191406
11972,0.157838
12027,0.121056
12082,0.085599
12137,0.138025
12192,0.054138
12247,0.114844
12302,0.171199
12357,0.195197
12412,0.162414
12467,0.076563
12522,0.171199
12577,0.138025
12632,0.038281
12687,0.114844
12742,0.195197
12797,0.138025
12852,0.171199
12907,0.157838
12962,0.121056
13017,0.138025
13072,0.195197
13127,0.267969
13182,0.114844
13237,0.085599
13292,0.153125
13347,0.054138
13402,0.162414
13457,0.191406
13512,0.229688
13567,0.171199
13622,0.114844
13677,0.153125
13732,0.085599
13787,0.157838
13842,0.121056
13897,0.153125
13952,0.108276
14007,0.157838
14062,0.121056
14117,0.114844
14172,0.153125
14227,0.157838
14282,0.232856
14337,0.195197
14392,0.157838
14447,0.076563
14502,0.157838
14557,0.232856
14612,0.171199
14667,0.108276
14722,0.232856
14777,0.085599
14832,0.157838
14887,0.085599
14942,0.195197
14997,0.195197
15052,0.121056
15107,0.153125
15162,0.153125
15217,0.121056
15272,0.114844
15327,0.157838
15382,0.038281
15437,0.076563
15492,0.191406
15547,0.171199
15602,0.171199
15657,0.076563
15712,0.138025
15767,0.191406
15822,0.108276
15877,0.191406
15932,0.121056
15987,0.121056
16042,0.121056
16097,0.153125
16152,0.171199
16207,0.195197
16262,0.191406
16317,0.076563
16372,0.054138
16427,0.267969
16482,0.085599
16537,0.206151
16592,0.191406
16647,0.162414
16702,0.191406
16757,0.157838
16812,0.157838
16867,0.085599
16922,0.157838
16977,0.076563
17032,0.121056
17087,0.195197
17142,0.206151
17197,0.153125
17252,0.114844
17307,0.157838
17362,0.114844
17417,0.153125
17472,0.121056
17527,0.232856
17582,0.195197
17637,0.153125
17692,0.191406
17747,0.162414
17802,0.138025
17857,0.157838
17912,0.191406
17967,0.121056
18022,0.085599
18077,0.171199
18132,0.153125
18187,0.121056
18242,0.114844
18297,0.195197
18352,0.121056
18407,0.121056
18462,0.085599
18517,0.191406
18572,0.153125
18627,0.232856
18682,0.085599
18737,0.121056
18792,0.157838
18847,0.121056
18902,0.223216
18957,0.114844
19012,0.121056
19067,0.076563
19122,0.121056
19177,0.157838
19232,0.114844
19287,0.121056
19342,0.157838
19397,0.114844
19452,0.085599
19507,0.038281
19562,0.191406
19617,0.076563
19672,0.153125
19727,0.153125
19782,0.171199
19837,0.138025
19892,0.138025
19947,0.195197
20002,0.191406
20057,0.138025
20112,0.191406
20167,0.076563
20222,0.121056
20277,0.121056
20332,0.138025
20387,0.157838
20442,0.138025
20497,0.076563
20552,0.138025
20607,0.114844
20662,0.232856
20717,0.121056
20772,0.270689
20827,0.085599
20882,0.153125
20937,0.121056
20992,0.121056
21047,0.191406
21102,0.121056
21157,0.191406
21212,0.114844
21267,0.153125
21322,0.085599
21377,0.153125
21432,0.153125
21487,0.038281
21542,0.114844
21597,0.191406